2	CD	XXX
tablespoons	NNS	XXX
olive	JJ	XXX
oil	NN	XXX
		
1	CD	XXX
large	JJ	XXX
onion	NN	XXX
,	,	XXX
cleaned	VBN	XXX
and	CC	XXX
thinly	RB	XXX
sliced	VBD	XXX
		
2	CD	XXX
cloves	NNS	XXX
garlic	JJ	XXX
,	,	XXX
minced	VBD	XXX
		
230g	CD	XXX
Arborio	NNP	XXX
rice	NN	XXX
		
500ml	CD	XXX
chicken	JJ	XXX
stock	NN	XXX
,	,	XXX
divided	VBD	XXX
		
250ml	CD	XXX
dry	JJ	XXX
white	JJ	XXX
wine	NN	XXX
,	,	XXX
optional	JJ	XXX
		
250g	CD	XXX
scallops	NNS	XXX
		
250g	CD	XXX
medium	NN	XXX
prawns	NNS	XXX
,	,	XXX
peeled	VBD	XXX
and	CC	XXX
deveined	VBD	XXX
		
60g	CD	XXX
fresh	JJ	XXX
sweet	JJ	XXX
peas	NNS	XXX
,	,	XXX
trimmed	VBN	XXX
and	CC	XXX
halved	VBN	XXX
crossways	NNS	XXX
		
1	CD	XXX
medium	NN	XXX
red	JJ	XXX
pepper	NN	XXX
,	,	XXX
diced	VBD	XXX
		
3	CD	XXX
tablespoons	NNS	XXX
grated	VBD	XXX
Parmesan	NNP	XXX
cheese	NN	XXX
		
2	CD	XXX
teaspoons	NNS	XXX
dried	VBD	XXX
basil	NN	XXX
		
2	CD	XXX
tablespoons	NNS	XXX
lemon	JJ	XXX
juice	NN	XXX
		
ground	NN	XXX
black	JJ	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
1	CD	XXX
egg	NN	XXX
white	JJ	XXX
		
100g	CD	XXX
dark	JJ	XXX
brown	JJ	XXX
soft	JJ	XXX
sugar	NN	XXX
		
2	CD	XXX
tablespoons	NNS	XXX
ground	NN	XXX
cinnamon	NN	XXX
		
1	CD	XXX
teaspoon	NN	XXX
ground	NN	XXX
cloves	NNS	XXX
		
1	CD	XXX
teaspoon	NN	XXX
ground	NN	XXX
ginger	NN	XXX
		
1	CD	XXX
tablespoon	NN	XXX
vanilla	NN	XXX
extract	NN	XXX
		
500g	CD	XXX
walnut	NN	XXX
halves	NNS	XXX
		
3	CD	XXX
brinjals	NNS	XXX
,	,	XXX
about	RB	XXX
675	CD	XXX
g	NNS	XXX
in	IN	XXX
total	JJ	XXX
		
2	CD	XXX
large	JJ	XXX
garlic	JJ	XXX
cloves	NNS	XXX
		
30	CD	XXX
g	NN	XXX
ground	NN	XXX
almonds	NNS	XXX
		
1	CD	XXX
tbsp	NN	XXX
lemon	NN	XXX
juice	NN	XXX
		
1	CD	XXX
tsp	NN	XXX
ground	NN	XXX
cumin	NN	XXX
		
1	CD	XXX
tbsp	JJ	XXX
extra	JJ	XXX
virgin	NN	XXX
olive	JJ	XXX
oil	NN	XXX
		
150	CD	XXX
g	NN	XXX
curd	NN	XXX
		
50	CD	XXX
g	JJ	XXX
black	JJ	XXX
olives	NNS	XXX
,	,	XXX
roughly	RB	XXX
chopped	VBD	XXX
		
salt	NN	XXX
and	CC	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
To	TO	XXX
serve	VB	XXX
		
3	CD	XXX
turai	NN	XXX
,	,	XXX
chopped	VBD	XXX
into	IN	XXX
coins	NNS	XXX
		
3	CD	XXX
carrot	NN	XXX
or	CC	XXX
celery	NN	XXX
sticks	NNS	XXX
		
½	NN	XXX
cauliflower	NN	XXX
,	,	XXX
broken	VBN	XXX
into	IN	XXX
large	JJ	XXX
florets	NNS	XXX
		
8	CD	XXX
pita	JJ	XXX
breads	NNS	XXX
		
To	TO	XXX
garnish	VB	XXX
		
¼	NN	XXX
tsp	NN	XXX
red	JJ	XXX
degi	NN	XXX
mirch	NN	XXX
powder	NN	XXX
or	CC	XXX
paprika	NN	XXX
,	,	XXX
optional	JJ	XXX
		
4	CD	XXX
black	JJ	XXX
olives	NNS	XXX
,	,	XXX
halved	VBD	XXX
		
1	CD	XXX
tablespoon	NN	XXX
vegetable	JJ	XXX
oil	NN	XXX
		
8	CD	XXX
baby	NN	XXX
onions	NNS	XXX
,	,	XXX
chopped	VBD	XXX
		
6	CD	XXX
cloves	NNS	XXX
garlic	JJ	XXX
,	,	XXX
crushed	VBD	XXX
		
1/2	CD	XXX
teaspoon	NN	XXX
red	VBD	XXX
dried	VBN	XXX
crushed	JJ	XXX
chillies	NNS	XXX
		
1/2	CD	XXX
teaspoon	NN	XXX
turmeric	NN	XXX
		
1.4L	CD	XXX
water	NN	XXX
		
6	CD	XXX
stalks	NNS	XXX
lemon	JJ	XXX
grass	NN	XXX
,	,	XXX
ground	NN	XXX
		
4	CD	XXX
tablespoons	NNS	XXX
tamarind	IN	XXX
juice	NN	XXX
		
salt	NN	XXX
to	TO	XXX
taste	VB	XXX
		
900g	CD	XXX
fish	JJ	XXX
fillets	NNS	XXX
,	,	XXX
cut	VBD	XXX
into	IN	XXX
1	CD	XXX
inch	NN	XXX
pieces	NNS	XXX
		
1	CD	XXX
banana	NN	XXX
or	CC	XXX
other	JJ	XXX
fruit	NN	XXX
of	IN	XXX
choice	NN	XXX
sliced	VBD	XXX
		
100g	CD	XXX
self-raising	JJ	XXX
flour	NN	XXX
		
1	CD	XXX
tsp	NN	XXX
baking	NN	XXX
powder	NN	XXX
		
1	CD	XXX
tsp	NN	XXX
cinnamon	NN	XXX
		
3	CD	XXX
tbsp	JJ	XXX
castor	NN	XXX
sugar	NN	XXX
		
1	CD	XXX
egg	NN	XXX
		
100ml	CD	XXX
milk	NN	XXX
		
sunflower	JJR	XXX
oil	NN	XXX
for	IN	XXX
frying	NN	XXX
		
Honey	NNP	XXX
or	CC	XXX
sweet	JJ	XXX
cream	NN	XXX
to	TO	XXX
serve	VB	XXX
to	TO	XXX
taste	VB	XXX
		
1	CD	XXX
tsp	JJ	XXX
olive	JJ	XXX
oil	NN	XXX
		
350g	CD	XXX
well-trimmed	JJ	XXX
lean	JJ	XXX
boneless	NN	XXX
mutton	NN	XXX
,	,	XXX
cut	VBD	XXX
into	IN	XXX
2cm	CD	XXX
chunks	NNS	XXX
		
1	CD	XXX
medium	NN	XXX
onion	NN	XXX
,	,	XXX
finely	RB	XXX
chopped	VBD	XXX
		
4	CD	XXX
garlic	JJ	XXX
cloves	NNS	XXX
,	,	XXX
finely	RB	XXX
chopped	VBD	XXX
		
1	CD	XXX
tbsp	NN	XXX
grated	VBN	XXX
fresh	JJ	XXX
ginger	NN	XXX
		
1	CD	XXX
tbsp	JJ	XXX
garam	NN	XXX
masala	NN	XXX
powder	NN	XXX
		
400g	CD	XXX
cauliflower	JJR	XXX
florets	NNS	XXX
		
300g	CD	XXX
chopped	VBD	XXX
tomatoes	NNS	XXX
		
125ml	CD	XXX
water	NN	XXX
		
200g	CD	XXX
frozen	JJ	XXX
peas	NNS	XXX
		
5	CD	XXX
tbsp	NN	XXX
chopped	VBD	XXX
coriander	JJR	XXX
leaves	NNS	XXX
		
115g	CD	XXX
plain	JJ	XXX
low-fat	JJ	XXX
yoghurt	NN	XXX
		
2	CD	XXX
tbsp	NN	XXX
plain	NN	XXX
flour	NN	XXX
		
500	CD	XXX
g	NN	XXX
tomatoes	NNS	XXX
,	,	XXX
chopped	VBD	XXX
		
1	CD	XXX
garlic	JJ	XXX
,	,	XXX
peeled	VBD	XXX
		
150	CD	XXX
g	JJ	XXX
onions	NNS	XXX
,	,	XXX
chopped	VBD	XXX
		
A	DT	XXX
strip	NN	XXX
of	IN	XXX
orange	NN	XXX
zest	JJS	XXX
,	,	XXX
about	RB	XXX
2	CD	XXX
inches	NNS	XXX
long	RB	XXX
		
2	CD	XXX
bay	NN	XXX
leaves	NNS	XXX
and	CC	XXX
2	CD	XXX
sprigs	NNS	XXX
of	IN	XXX
fresh	JJ	XXX
thyme	NN	XXX
,	,	XXX
tied	VBN	XXX
together	RB	XXX
		
10-12	JJ	XXX
strands	NNS	XXX
saffron	NN	XXX
		
600	CD	XXX
ml	NN	XXX
vegetable	JJ	XXX
stock	NN	XXX
		
A	DT	XXX
pinch	NN	XXX
of	IN	XXX
caster	NN	XXX
sugar	NN	XXX
		
1	CD	XXX
tablespoon	NN	XXX
olive	JJ	XXX
oil	NN	XXX
		
225	CD	XXX
g	NN	XXX
vermicelli	NN	XXX
,	,	XXX
broken	VBN	XXX
into	IN	XXX
pieces	NNS	XXX
		
Salt	NNP	XXX
and	CC	XXX
black	JJ	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
To	TO	XXX
garnish	VB	XXX
:	:	XXX
sprigs	NNS	XXX
of	IN	XXX
fresh	JJ	XXX
basil	NN	XXX
		
1	CD	XXX
tsp	NN	XXX
vegetable	JJ	XXX
oil	NN	XXX
		
1	CD	XXX
onion	NN	XXX
,	,	XXX
chopped	VBD	XXX
		
2	CD	XXX
cloves	NNS	XXX
garlic	JJ	XXX
,	,	XXX
minced	VBD	XXX
		
1	CD	XXX
tablespoon	NN	XXX
minced	VBD	XXX
fresh	JJ	XXX
ginger	NN	XXX
		
1	CD	XXX
pinch	JJ	XXX
dried	VBN	XXX
crushed	JJ	XXX
chillies	NNS	XXX
		
2L	CD	XXX
chicken	NN	XXX
stock	NN	XXX
		
100g	CD	XXX
diagonally	RB	XXX
sliced	JJ	XXX
carrots	NNS	XXX
		
100g	CD	XXX
diagonally	RB	XXX
sliced	VBN	XXX
celery	NN	XXX
		
100g	CD	XXX
sweet	JJ	XXX
peas	NNS	XXX
		
350g	CD	XXX
fresh	JJ	XXX
prawns	NNS	XXX
,	,	XXX
peeled	VBD	XXX
and	CC	XXX
deveined	VBD	XXX
		
100g	CD	XXX
rice	NN	XXX
noodles	NNS	XXX
		
2	CD	XXX
tablespoons	NNS	XXX
soy	VBP	XXX
sauce	NN	XXX
		
1/4	CD	XXX
teaspoon	NN	XXX
white	JJ	XXX
pepper	NN	XXX
		
600	CD	XXX
ml	JJ	XXX
stock	NN	XXX
,	,	XXX
fish	JJ	XXX
stock	NN	XXX
preferred	VBD	XXX
		
200	CD	XXX
g	NN	XXX
Thai	NNP	XXX
jasmine	NN	XXX
rice	NN	XXX
		
1½	CD	XXX
tbsp	NN	XXX
sunflower	JJR	XXX
oil	NN	XXX
		
1	CD	XXX
garlic	JJ	XXX
clove	NN	XXX
,	,	XXX
finely	RB	XXX
chopped	VBD	XXX
		
1	CD	XXX
inch	JJ	XXX
piece	NN	XXX
fresh	JJ	XXX
ginger	NN	XXX
,	,	XXX
finely	RB	XXX
chopped	VBD	XXX
		
1	CD	XXX
bunch	NN	XXX
green	JJ	XXX
onions	NNS	XXX
,	,	XXX
thinly	RB	XXX
sliced	VBD	XXX
		
250	CD	XXX
g	JJ	XXX
broccoli	NN	XXX
florets	NNS	XXX
,	,	XXX
thinly	RB	XXX
sliced	VBD	XXX
		
12	CD	XXX
raw	JJ	XXX
tiger	NN	XXX
prawns	NNS	XXX
,	,	XXX
peeled	VBD	XXX
but	CC	XXX
tails	NNS	XXX
left	VBD	XXX
on	IN	XXX
		
juice	NN	XXX
of	IN	XXX
1	CD	XXX
lime	NN	XXX
		
1	CD	XXX
tsp	JJ	XXX
fish	NN	XXX
sauce	NN	XXX
		
3	CD	XXX
tbsp	NN	XXX
chopped	VBD	XXX
fresh	JJ	XXX
coriander	NN	XXX
		
90	CD	XXX
ml	JJ	XXX
coconut	NN	XXX
milk	NN	XXX
		
salt	NN	XXX
and	CC	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
curls	NNS	XXX
of	IN	XXX
toasted	JJ	XXX
fresh	JJ	XXX
coconut	NN	XXX
(	(	XXX
optional	JJ	XXX
)	)	XXX
		
lime	NN	XXX
wedges	VBZ	XXX
optional	JJ	XXX
		
200	CD	XXX
g	JJ	XXX
millet	NN	XXX
(	(	XXX
jowar/bajra/ragi	NN	XXX
)	)	XXX
		
50	CD	XXX
g	NN	XXX
dried	VBN	XXX
apricots	NNS	XXX
,	,	XXX
roughly	RB	XXX
chopped	VBD	XXX
		
900	CD	XXX
ml	NN	XXX
vegetable	JJ	XXX
stock	NN	XXX
		
55	CD	XXX
g	JJ	XXX
pine	NN	XXX
nuts	NNS	XXX
(	(	XXX
nyoze	NN	XXX
)	)	XXX
		
250	CD	XXX
g	JJ	XXX
tender	NN	XXX
spinach	NN	XXX
leaves	NNS	XXX
		
juice	NN	XXX
of	IN	XXX
½	NNP	XXX
lemon	NN	XXX
		
salt	NN	XXX
and	CC	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
1	CD	XXX
tablespoon	NN	XXX
olive	JJ	XXX
oil	NN	XXX
		
600g	CD	XXX
mutton	NN	XXX
,	,	XXX
chopped	VBD	XXX
		
1	CD	XXX
large	JJ	XXX
red	JJ	XXX
onion	NN	XXX
,	,	XXX
chopped	VBD	XXX
		
1kg	CD	XXX
fresh	JJ	XXX
french	JJ	XXX
beans	NNS	XXX
,	,	XXX
washed	VBD	XXX
and	CC	XXX
chopped	VBD	XXX
		
600g	CD	XXX
tomato	NN	XXX
paste	NN	XXX
		
225ml	CD	XXX
water	NN	XXX
		
salt	NN	XXX
and	CC	XXX
freshly	RB	XXX
ground	NN	XXX
black	JJ	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
1	CD	XXX
tsp	NN	XXX
chopped	VBD	XXX
fresh	JJ	XXX
mint	NN	XXX
leaves	NNS	XXX
		
1	CD	XXX
mango	SYM	XXX
-	:	XXX
peeled	VBN	XXX
,	,	XXX
seeded	VBD	XXX
and	CC	XXX
diced	VBD	XXX
		
1	CD	XXX
cup	NN	XXX
plain	NN	XXX
yogurt	NN	XXX
		
1/4	CD	XXX
cup	JJ	XXX
white	JJ	XXX
sugar	NN	XXX
		
1/2	CD	XXX
cup	NN	XXX
ice	NN	XXX
		
250g	CD	XXX
paneer	NN	XXX
,	,	XXX
cut	VBN	XXX
into	IN	XXX
cubes	NNS	XXX
		
1	CD	XXX
teaspoon	NN	XXX
ginger	NN	XXX
paste	NN	XXX
		
1	CD	XXX
teaspoon	NN	XXX
garlic	JJ	XXX
paste	NN	XXX
		
1	CD	XXX
teaspoon	NN	XXX
chilli	NN	XXX
paste	NN	XXX
		
salt	NN	XXX
to	TO	XXX
taste	VB	XXX
		
2	CD	XXX
tablespoons	NNS	XXX
oil	NN	XXX
		
1	CD	XXX
teaspoon	NN	XXX
jeera	NN	XXX
powder	NN	XXX
		
1/2	CD	XXX
teaspoon	NN	XXX
chat	NNS	XXX
masala	VBP	XXX
		
4-5	JJ	XXX
rotis	NN	XXX
		
4-6	JJ	XXX
tablespoons	NNS	XXX
pudina	VBP	XXX
chutney	NN	XXX
		
2	CD	XXX
medium	NN	XXX
onions	NNS	XXX
,	,	XXX
sliced	VBD	XXX
thinly	RB	XXX
		
2	CD	XXX
green	JJ	XXX
chillies	NNS	XXX
,	,	XXX
chopped	VBD	XXX
finely	RB	XXX
		
fresh	JJ	XXX
dhania	NN	XXX
leaves	NNS	XXX
		
4	CD	XXX
cloves	NNS	XXX
garlic	JJ	XXX
,	,	XXX
minced	VBD	XXX
		
2	CD	XXX
egg	NN	XXX
yolks	NNS	XXX
		
250ml	CD	XXX
extra	JJ	XXX
virgin	NN	XXX
olive	JJ	XXX
oil	NN	XXX
		
2	CD	XXX
tsp	NN	XXX
lemon	NN	XXX
juice	NN	XXX
		
salt	NN	XXX
and	CC	XXX
freshly	RB	XXX
ground	NN	XXX
black	JJ	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
175ml	CD	XXX
olive	JJ	XXX
oil	NN	XXX
		
2	CD	XXX
onions	NNS	XXX
,	,	XXX
thinly	RB	XXX
sliced	VBD	XXX
		
2	CD	XXX
leeks	NNS	XXX
,	,	XXX
sliced	VBN	XXX
(	(	XXX
or	CC	XXX
can	MD	XXX
use	VB	XXX
tender	NN	XXX
parts	NNS	XXX
of	IN	XXX
onions	NNS	XXX
)	)	XXX
		
3	CD	XXX
tomatoes	NNS	XXX
-	:	XXX
peeled	VBN	XXX
,	,	XXX
seeded	VBD	XXX
and	CC	XXX
chopped	VBD	XXX
		
4	CD	XXX
cloves	NNS	XXX
garlic	JJ	XXX
,	,	XXX
minced	VBD	XXX
		
1	CD	XXX
sprig	JJ	XXX
fresh	JJ	XXX
thyme	NN	XXX
		
1	CD	XXX
bay	NN	XXX
leaf	NN	XXX
		
1	CD	XXX
teaspoon	NN	XXX
orange	NN	XXX
zest	NN	XXX
		
350g	CD	XXX
mussels	NNS	XXX
,	,	XXX
cleaned	VBN	XXX
and	CC	XXX
debearded	VBN	XXX
		
2L	CD	XXX
boiling	JJ	XXX
water	NN	XXX
		
salt	NN	XXX
and	CC	XXX
freshly	RB	XXX
ground	NN	XXX
black	JJ	XXX
pepper	NN	XXX
to	TO	XXX
taste	VB	XXX
		
2kg	CD	XXX
fish	NN	XXX
(	(	XXX
red	JJ	XXX
mullet	NN	XXX
or	CC	XXX
sea	NN	XXX
bass	NN	XXX
preferred	VBD	XXX
)	)	XXX
		
1	CD	XXX
pinch	JJ	XXX
saffron	NN	XXX
threads	NNS	XXX
		
350g	CD	XXX
fresh	JJ	XXX
prawns	NNS	XXX
,	,	XXX
peeled	VBD	XXX
and	CC	XXX
deveined	VBD	XXX
		
1	CD	XXX
small	JJ	XXX
bunch	NN	XXX
tender	NN	XXX
spinach	NN	XXX
,	,	XXX
washed	VBD	XXX
,	,	XXX
dried	VBD	XXX
,	,	XXX
chopped	VBD	XXX
roughly	RB	XXX
		
3	CD	XXX
oranges	NNS	XXX
,	,	XXX
de-seeded	JJ	XXX
,	,	XXX
chopped	VBD	XXX
		
2	CD	XXX
ripe	NN	XXX
tomatoes	NNS	XXX
		
Olive	JJ	XXX
oil	NN	XXX
		
Dried	NNP	XXX
herbs	NN	XXX
of	IN	XXX
choice	NN	XXX
(	(	XXX
I	PRP	XXX
prefer	VBP	XXX
Italian	JJ	XXX
seasoning	NN	XXX
or	CC	XXX
finely	RB	XXX
chopped	JJ	XXX
mint	NN	XXX
)	)	XXX
		
4	CD	XXX
potatoes	NNS	XXX
(	(	XXX
or	CC	XXX
enough	RB	XXX
for	IN	XXX
a	DT	XXX
side	NN	XXX
dish	NN	XXX
for	IN	XXX
2	CD	XXX
adults	NNS	XXX
and	CC	XXX
2	CD	XXX
small	JJ	XXX
children	NNS	XXX
)	)	XXX
		
a	DT	XXX
knob	NN	XXX
of	IN	XXX
butter	NN	XXX
		
a	DT	XXX
dash	NN	XXX
of	IN	XXX
milk	NN	XXX
		
1	CD	XXX
tablespoon	NN	XXX
of	IN	XXX
pesto	NN	XXX
		
1/2	CD	XXX
cup	JJ	XXX
olive	JJ	XXX
oil	NN	XXX
		
1	CD	XXX
small	JJ	XXX
onion	NN	XXX
sliced	VBD	XXX
		
1	CD	XXX
1/2	CD	XXX
cups	NNS	XXX
mote	VBP	XXX
chawal	NN	XXX
		
Water	NNP	XXX
as	IN	XXX
needed	VBN	XXX
		
2	CD	XXX
medium	NN	XXX
tomatoes	NNS	XXX
,	,	XXX
sliced	VBD	XXX
		
2	CD	XXX
chopped	VBD	XXX
sausages	NNS	XXX
		
3	CD	XXX
1/2	CD	XXX
cups	NNS	XXX
fish	JJ	XXX
stock	NN	XXX
		
2	CD	XXX
tsp	NN	XXX
ready	JJ	XXX
made	VBN	XXX
Paella	NNP	XXX
masala	NN	XXX
		
Few	JJ	XXX
strands	NNS	XXX
saffron	VBP	XXX
		
15	CD	XXX
clams	NNS	XXX
		
15	CD	XXX
prawns	NNS	XXX
		
2	CD	XXX
large	JJ	XXX
fish	JJ	XXX
fillet	NN	XXX
,	,	XXX
chopped	VBD	XXX
into	IN	XXX
bite	JJ	XXX
sized	JJ	XXX
pieces	NNS	XXX
		
1	CD	XXX
small	JJ	XXX
red	JJ	XXX
capsicum	NN	XXX
,	,	XXX
cut	VBN	XXX
into	IN	XXX
strips	NNS	XXX
		
1/4	CD	XXX
cup	NN	XXX
blanched	VBD	XXX
green	JJ	XXX
peas	NNS	XXX
		
250g	CD	XXX
plain	NN	XXX
flour	NN	XXX
		
50g	CD	XXX
salt	NN	XXX
		
140ml	CD	XXX
water	NN	XXX
		
1	CD	XXX
-	:	XXX
2	CD	XXX
tablespoons	NNS	XXX
of	IN	XXX
cooking	VBG	XXX
oil	NN	XXX
		
Few	JJ	XXX
drops	NNS	XXX
of	IN	XXX
food	NN	XXX
colouring	NN	XXX
(	(	XXX
optional	JJ	XXX
)	)	XXX
		
2	CD	XXX
handfuls	NN	XXX
of	IN	XXX
atta	NN	XXX
(	(	XXX
dough	IN	XXX
)	)	XXX
		
1	CD	XXX
handful	NN	XXX
of	IN	XXX
cabbage-	JJ	XXX
finely	RB	XXX
chopped	VBD	XXX
		
3-4	JJ	XXX
slices	NNS	XXX
of	IN	XXX
cheese-	JJ	XXX
finely	RB	XXX
chopped	VBD	XXX
		
1	CD	XXX
packet	NN	XXX
(	(	XXX
