id,company_name,address_1,address_2,city,state,zip,po_box,po_box_city,po_box_state,po_box_zip,phone,toll_free,fax,company_email,website,op_address_source,op_po_box_source
113,"Sapphire Engineering, Inc.",53 Portside Dr.,,Pocasset,MA,2559,,,,,(0508)563-5531,,(0508)563-6908,info@sapphireengineering.com,www.sapphireengineering.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=22704862,
117,Superior Nut Co.,225 Monsignor O'Brien Hwy.,,Cambridge,MA,2141,P.O.Box P.O. Box 410086,Cambridge,MA,2141,(0617)876-3808,(0800)251-6060,(0617)876-8225,info@superiornut.com,www.superiornut.com,http://www.bizdays.com/Massachusetts/bizid-77874.html,http://www.superiornut.com/environment.html
119,IFP Incorporated,2125 Airport Drive,,Faribault,MN,55021-7798,,,,,(0507)334-2730,(0800)997.4437,(0507)334-7969,sales@ifpinc.biz,www.ifpinc.biz,http://www.ifpinc.biz/ifp/index.cfm/contact-us/,
133,U S Plastics Corporation,1390 Neubrecht Road,,Lima,OH,45801-3196,,,,,(0800)809-4217,,(0800)854-5498,usp@usplastic.com,http://www.usplastic.com,https://www.usplastic.com/content/contact.aspx?clickid=footer,
137,Ashworth Bros Inc,222 Milliken Boulevard,Suite 4,Fall River,MA,02721-1623,,,,,(0508)674-4693,,(0540)675-9622,service@ashworth.com,http://www.ashworth.com,http://www.hoovers.com/company/Ashworth_Bros_Inc/rfyhxrh-1.html,
139,Boston Sausage & Provision,7 Wells Ave,Suite 2-2,Newton,MA,02459-3212,,,,,(0617)969-5600,,(0617)964-8340,,,http://www.hoovers.com/company/Boston_Sausage__Provision_Inc/rfyhsfj-1.html,
142,"Avon Home Fashions, Inc.",75 Lundquist Dr.,,Braintree,MA,2184,,,,,(0781)843-9600,,(0781)843-9601,,,http://www.bizdays.com/Massachusetts/bizid-638759.html,
145,Pneumatic Scale Corp.,4485 Allen Road,,Stow,OH,44224,,,,,(0330)247-1800,,(0330)928-7077,sales@pneumaticscale.com,www.pneumaticscale.com,http://www.pneumaticscale.com/content/menus/psa/contact.aspx,
147,Standard-Thomson Corp.,152 Grove St.,,Waltham,MA,2454,,,,,(0781)894-7310,,(0781)894-2235,,www.standard-thomson.com,http://www.bizdays.com/Massachusetts/bizid-544065.html,
152,SW Industries Inc,1 Technology Dr,,Westborough,MA,01581-1786,,,,,(0508)616-9458,,(0508)616-9479,,http://www.xerium.com,http://maps.google.co.in/maps?q=1+Technology+Dr%09%09Westborough%09MA&oe=utf-8&rls=org.mozilla:en-US:official&client=firefox-a&um=1&ie=UTF-8&split=0&gl=in&ei=vyDRSejbEMWNkAX3i6nOCQ&sa=X&oi=geocode_result&resnum=1&ct=title,
110328,Eschelon Telecom Of Minnesota Inc,730 2nd Ave S Ste 1200,,Minneapolis,MN,55402,,,,,(0612)376-4400,,(0612)376-4411,camurray@eschelon.com,,,
110330,"Etrali North American, Llc",747 3rd Ave,,New York,NY,10017,,,,,(0212)593-3838,,(0212)593-9138,,,,
153,Crown Clothing Corp,340 Vanderbilt Avenue,,Norwood,MA,02062-5008,,,,,(0781)769-0001,,(0781)769-7337,cservcrown@aol.com,http://www.crownclothingcorp.com,http://www.hoovers.com/company/Crown_Clothing_Business_Trust/rfcfsrc-1.html,
155,Alden Shoe Co.,1 Taunton St.,,Middleboro,MA,2346,,,,,(0508)947-3926,,(0508)947-7753,info@aldenshoe.com,www.aldenshoe.com,http://www.hoovers.com/company/Alden_Shoe_Company_Inc/rfcrxtr-1.html,
161,Doms Sausage Co Inc,366 Central St.,,Acton,MA,1720,,,,,(0978)263-5943,,(0781)322-6776,info@domsausage.com,www.domssausage.com,http://www.menuism.com/restaurants/doms-sausage-co-inc-acton-450458,
164,Enterprise Publishing Company LLC,60 Main St,,Brockton,MA,02301-4040,P.O.Box 1450,Brockton,MA,02303-1450,(0508)586-6200,(0800)442-6581,(0508)427-4027,letters@enterprisenews.com,www.enterprisenews.com,http://www.enterprisenews.com/lifestyle/x818360879/PAGE-2-news-notes-for-MON-DAY;http://www.enterprisenews.com/archive/x1973325566,http://www.enterprisenews.com/archive/x944743756/PAGE-2-news-notes-for-Dec-12
165,"Courier Westford, Inc.",15 Wellman Avenue,,North Chelmsford,MA,1863,,,,,(0978)251-6000,,(0978)251-8228,marketing@courier.com,www.courier.com,http://www.hoovers.com/company/Courier_Corporation/ryrtci-1.html,
171,S-N Bedding Co Inc,61 Leona Drive,,Middleboro,MA,02346-1404,,,,,(0508)946-4700,,(0508)946-2371,,http://www.serta.com,http://www.whitepages.com/business/reverse_phone?phone_number=9722788006,
173,Dodge Company Inc,165 Cambridge Park Drive,,Cambridge,MA,2140,,,,,(0617)661-0500,(0800)443-6343,(0800)443-4034,custserv@dodgeco.com,www.dodgeco.com,http://www.dodgeco.com/contact.html,
174,Lowell Sun Publishing Co.,491 Dutton St.,,Lowell,MA,1854,,,,,(0978)459-1300,(0800)359-1300,(0978)970-4600,,www.lowellsun.com,http://www.lowellsun.com/contactus,
175,Flagship Press Inc,150 Flagship Drive,,North Andover,MA,1845,,,,,(0978)975-3100,(0800)733-1520,(0978)975-0635,info@flagshippress.com,www.flagshippress.com,http://www.flagshippress.com/about/Environmental_Responsibility.cfm,
176,"Kayem Foods, Inc.",75 Arlington St.,,Chelsea,MA,2150,,,,,(0617)889-1600,(0800)426-6100,(0617)887-3169,marketing@kayem.com,www.kayem.com,http://www.kayem.com/contact/index.html,
110488,"Information Technology, Inc",1345 Old Cheney Rd,,Lincoln,NE,68512,,,,,(0402)423-2682,,(0402)421-4266,sales.aspac@fiserv.com,http://www.fiserv.com,,
110493,Installer Sales & Service Inc,208 Penland St,,Fort Worth,TX,76111,,,,,(0817)834-5559,,(0817)834-0937,,,,
110494,Intcomex Holdings Llc,3505 NW 107th Avenue,,Miami,FL,33178,,,,,(0305)477-6230,,(0305)477-5694,notesreq@intcomex.com,www.intcomex.com,,
182,"Goulston Technologies, Inc.",700 N. Johnson St.,,Monroe,NC,28110,P.O.Box 5025,Monroe,NC,28111-5025,(0704)289-6464,(0800)468-5786,(0704)296-6400,gtl@goulston.com,www.goulston.com,http://www.goulston.com/contactus.html,http://www.goulston.com/Companyinfo.html
185,"Carpenter & Paterson, Inc.",225 Merrimac St.,,Woburn,MA,1801,P.O.Box 4011,Woburn,MA,01888-4011,(0781)935-2950,,(0781)935-7664,witchcandp@aol.com,www.carpenterandpaterson.com,http://www.hoovers.com/company/Carpenter__Paterson_Inc/rfhfstr-1.html,
186,"Shawsheen Rubber Co., Inc.",220 Andover St.,,Andover,MA,1810,P.O.Box P.O. Box 4296,Andover,MA,1810,(0978)475-1710,(0800)225-1516,(0978)475-8603,info@cc.com,www.shawsheencc.com,http://www.bizdays.com/Massachusetts/bizid-613743.html,http://www.bizdays.com/Massachusetts/bizid-613743.html
189,Insco Corp.,412 Main St.,,Groton,MA,1450,P.O.Box 489,Groton,MA,01450-0489,(0978)448-6369,,(0978)448-5155,cs@inscocorp.com,www.inscocorp.com,http://www.hoovers.com/company/Insco_Corporation/rfhtjtf-1.html,http://goliath.ecnext.com/coms2/product-compint-0000554442-page.html
193,J.L. Hammett Company,Hammett Pl,,Braintree,MA,2184,P.O.Box 859057,Braintree,MA,02185-9057,(0781)848-1000,(0800)955-2200,(0781)848-0273,,www.hammett.com,http://www.spoke.com/info/c4JhQ5b/JLHammettCompany,
196,"Lawrence Pumps, Inc.",371 Market St.,,Lawrence,MA,1843,,,,,(0800)434-5248,(0800)434-5248,(0978)975-4291,sales@lawrencepumps.com,www.lawrencepumps.com,http://www.lawrencepumps.com/Company/contact.htm,
199,"Worthen Industries, Inc.",3 E. Spit Brook Rd.,,Nashua,NH,3060,,,,,(0603)888-5443,,(0616)742-8995,info@worthenind.com,www.worthenind.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=4354277,
200,Malden International Designs,20 Kendrick Rd.,,Wareham,MA,2571,,,,,(0508)291-1104,(0800)426-3578,(0508)295-9633,sales@malden.com,http://www.malden.cameoez.com,http://www.bizdays.com/Massachusetts/bizid-351758.html,
110643,Midcon Investors Inc,401 S Boston Ave Ste 3600,,Tulsa,OK,74103,,,,,(0918)587-7325,,(0918)581-5081,,,,
110646,"Millennium Design Co Usa, Ltd",12 E 46th St Rm 301,,New York,NY,10017,,,,,(0212)354-4141,,(0212)354-4443,,,,
110647,"Miltex Holdings, Inc",589 Davies Dr,,York,PA,17402,,,,,(0717)840-9335,,(0866)854-8400,integrapm@integra-ls.com,http://www.integra-ls.com,,
201,Pepsi-Cola Methuen Bottlers,261 Neck Road,,Haverhill,MA,01835-8029,,,,,(0978)521-3923,,(0978)372-9742,,,http://www.bizdays.com/Massachusetts/bizid-244624.html,
203,Harrington Bros. Corp.,1043 Turnpike St.,,Stoughton,MA,2072,,,,,(0781)341-1999,,(0781)341-3601,,,http://www.yellowpages.com/Stoughton-MA/Harrington%20Bros%2E%20Corp%2E,
207,Lynwood Laboratories Inc,945 Great Plain Avenue,,Needham,MA,02492-3000,,,,,(0781)449-6776,,(0781)444-2454,lrvinglk@@aol.com,,http://www.hoovers.com/company/Lynwood_Laboratories_Inc/rfjfxry-1.html,
210,Valpey-Fisher Corporation,75 South Street,,Hopkinton,MA,01748-2204,,,,,(0508)435-6831,(0800)982-5737,(0631)471-2040,sales@valpeyfisher.com,www.valpeyfisher.com,http://www.valpeyfisher.com/about-us-worldwide-sales-usa-canada.htm,
214,"United Curtain Co., Inc.",120 Kingston St.,,Boston,MA,2111,,,,,(0617)426-4838,,(0617)695-2928,unitedcurtain@aol.com,,http://www.bizdays.com/Massachusetts/bizid-68345.html,
215,"Wollaston Alloys, Inc.",205 Wood Rd.,,Braintree,MA,2184,,,,,(0781)848-3333,,(0781)848-3993,info@wollastonalloys.com,www.wollastonalloys.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=6788531,
219,Merrimac Paper Company Inc,9 S Canal St,,Lawrence,MA,1843,,,,,(0978)683-2754,,(0978)975-2754,info@merrimacpaper.com,www.merrimacpaper.com,http://www.bizdays.com/Massachusetts/bizid-117506.html,
221,H.L. Bouton Company,11 Kendrick Road,,Wareham,MA,02571-1077,P.O.Box P.O. Box 840,Buzzards Bay,MA,2532,(0508)295-3300,(0800)426-1881,(0508)295-3521,eyewear@hlbouton.com,http://www.hlbouton.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=133913259,
231,"Findings, Inc.",160 Water St.,,Keene,NH,3431,P.O.Box P.O. BOX 462,KEENE,NH,03431-4290,(0603)352-3717,(0800)343-0806,(0603)352-5535,,www.findingsinc.net,http://www.hoovers.com/company/Findings_Incorporated/rfkkrtt-1.html,http://www.powerprofiles.com/profile/00005139390490/FINDINGS+INCORPORATED-KEENE-NH-%28603%29+352-3717
110774,Pl 2 Limited Partnership,5375 N Twin City Hwy,,Nederland,TX,77627,,,,,,,,,,http://www.theusaexplorer.com/Texas/Nederland1.html,
110782,"Pna Holdings, Llc",3150 Pleasant View Road,,Middleton,WI,53562-4800,,,,,(0608)276-8688,,(0608)276-9380,,www.partsnow.com,,
110784,"Pollok, Inc",6 Butterfield Trail Blvd,,El Paso,TX,79906,,,,,(0915)592-5700,,(0915)592-5700,,,,
110789,Prettl Appliance Systems Usa Inc,2010 W 15th St,,Washington,NC,27889,,,,,(0252)974-5501,,(0252)974-5515,,,,
233,"Monadnock Paper Mills, Inc.",117 Antrim Rd.,,Bennington,NH,3442,,,,,(0603)588-3311,(0800)221-2159,(0603)588-3158,sampleroom@mpm.com,www.mpm.com,http://www.whitepages.com/business/reverse_phone?phone_number=%3E6035883311%3C,
234,Basketville Inc,8 Bellows Falls Road,,Putney,VT,05346-8681,,,,,(0802)387-5509,(0800)258-4553,(0802)387-5235,sales@basketville.com,www.basketville.com,http://www.hoovers.com/company/Basketville_Inc/rfkxchf-1.html,
236,"G.S. Precision, Inc.",101 John Seitz Dr.,,Brattleboro,VT,5301,,,,,(0802)257-5200,,(0802)257-7937,info@gsprecision.com,www.gsprecision.com,http://www.gsprecision.com/contact,
237,Mary Meyer Corp.,1 Teddy Bear Lane,,Townshend,VT,5353,P.O.Box P.O. Box 275,Townshend,VT,5353,(0800)451-4387,(0800)451-4387,(0802)365-4233,info@marymeyer.com,www.marymeyer.com,http://www.marymeyer.com/contact/,http://www.marymeyer.com/contact/
241,"White Rock Distilleries, Inc.",21 Saratoga St.,,Lewiston,ME,4241,P.O.Box 1829,Lewiston,ME,04241-1829,(0207)783-1433,(0800)628-5441,(0207)783-8409,jwerda@whiterockdistilleries.com,www.whiterockdistillieries.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=28373680,http://www.bizdays.com/Maine/bizid-562578.html;http://www.spoke.com/secure/company/companyDossier.spoke?uid=%28center%2Ccompany%2C55866928%29&dispatch=view
244,International Paper Box Mch Co,90 Northeastern Blvd,,Nashua,NH,03062-3160,,,,,(0603)889-6651,,(0603)882-2865,,ipbmco.com,http://www.bizdays.com/NewHampshire/bizid-463079.html,
247,Thermal Dynamics Corp.,82 Benning St.,,West Lebanon,NH,3784,,,,,(0603)298-5711,(0800)752-7621,(0603)298-0558,sales@thermadyne.com,www.thermadyne.com,http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=24929294,
248,Graphic Packaging Inc,6 Merrill Industrial Dr,,Hampton,NH,03842-1970,,,,,(0603)926-3391,,(0603)230-5235,,www.JDCAHILL.COM,http://www.youinweb.com/profiles/03842/j-d-cahill-co_338365023.htm,
110889,Shusters Family Partnership Lp,2920 Clay Pike,,Irwin,PA,15642,,,,,(0412)351-0979,,,,http://shusters.com,,
110892,Sierra Optical,4255 Ruffin Rd,,San Diego,CA,92123,,,,,(0858)309-6050,,(0858)356-7269,,,,
110895,Smith Industries Incorporated,2001 Kenilworth Ave,,Capitol Heights,MD,20743,,,,,(0301)773-1266,,(0301)773-7346,,www.smithindustries.us,,
110897,"Softmart Commercial Services, Inc",450 Acorn Ln,,Downingtown,PA,19335,,,,,(0610)518-4000,,(0610)518-3013,survey@softmart.com,http://www.softmart.com,,
251,"Nim-Cor, Inc.",575 Amherst St.,,Nashua,NH,3063,,,,,(0603)889-2153,(0888)464-6267,(0603)883-6980,customerservice@nimcor.com,www.nimcor.com,http://www.nimcor.com/contact.html,
18116,Kilovac Corporation,1050 Westlakes Drive,,Berwyn,PA,19312,,,,,(0610)893-9800,(0866)258-4745,(0805)684-9679,shrrelations@melloninvestor.com,www.kilovac.com,http://www.macraesbluebook.com/search/company.cfm?company=302411;http://www.tycoelectronics.com/aboutus/contact.asp,
18462,Trevarrow Inc,1295 N Opdyke Road,,Auburn Hills,MI,48326-2648,,,,,(0800)482-1948,,(0248)377-2392,sales@trevarrowinc.com,www.trevarrowinc.com,http://www.trevarrowinc.com/Index.aspx?section=TrevarrowShowroomLocations,
110988,The Hotel Company Inc,1191 Lkwod Farmingdale Rd,,Howell,NJ,7731,,,,,(0732)905-6399,,(0732)367-1076,,http://www.thehotelcompany.com,,
111051,Utility Shared Services Corp,52 Farm View Drive,,New Gloucester,ME,04260-5100,,,,,(0207)688-6300,,,,,,
111112,"Wolseley Investments, Inc",12500 Jefferson Ave,,Newport News,VA,23602,,,,,(0757)874-7795,,(0407)856-5380,,,,
111280,Baker Drywall Ltd Fort Worth,2213 W Broadway St,,Fort Worth,TX,76102,,,,,(0817)810-0180,,(0817)810-0179,,http://bakertriangle.com,,
111416,"Craftmatic Of California, Inc",2500 Interplex Dr Ste 1,,Langhorne,PA,19053,,,,,(0215)639-1310,,(0215)639-9941,,,,
111448,"Depe, Llc",7697 Innovation Way,,Mason,OH,45040,,,,,(0513)948-8480,,(0513)761-1330,bretth@pellaoki.com,http://www.pellaoki.com,,
111527,F J Lucido & Associates,29400 Van Dyke Ave,,Warren,MI,48093,,,,,(0586)751-8823,,(0586)751-8815,,,,
111592,Global Motorsports Parts Inc,18225 Serene Drive,,Morgan Hill,CA,95037-2860,,,,,(0408)778-0500,,(0408)778-7001,,,,
111597,"Golden State Supply, Inc",34928 Mcmurtrey Ave,,Bakersfield,CA,93308,,,,,(0661)387-1295,,(0661)324-3164,,,,
111598,Goldx Financial Services Inc,7077 Orangewood Ave # 223,,Garden Grove,CA,92841,,,,,(0714)891-3000,,,,,,
